起始城市,起始城市缩写,到达城市,到达城市缩写,公司,航班号,起飞机场,到达机场,起飞时间,起飞时间戳,到达时间,到达时间戳,机型,起飞日期,到达日期,价格,最大折扣,满载,当前人数
广州,CAN,武汉,WUH,中国南方航空(集团)公司,CZ368,新白云国际机场,天河机场,13:10,201712201310,14:45,201712201445,738,2017/12/20,2017/12/20,1329,0.09,260,253
广州,CAN,武汉,WUH,中国南方航空(集团)公司,CZ3346,新白云国际机场,天河机场,15:45,201712241545,17:10,201712241710,738,2017/12/24,2017/12/24,1351,0.1,120,110
广州,CAN,武汉,WUH,中国国际航空公司,CA8232,新白云国际机场,天河机场,16:45,201711201645,18:15,201711201815,320,2017/11/20,2017/11/20,1319,0.1,140,134
广州,CAN,武汉,WUH,中国南方航空(集团)公司,CZ3344,新白云国际机场,天河机场,18:30,201711011830,20:00,201711012000,738,2017/11/01,2017/11/01,2020,0,290,284
广州,CAN,武汉,WUH,中国南方航空(集团)公司,CZ3367,新白云国际机场,天河机场,21:00,201712082100,22:30,201712082230,738,2017/12/08,2017/12/08,2202,0.4,260,257
广州,CAN,武汉,WUH,中国国际航空公司,CA8250,新白云国际机场,天河机场,21:25,201711032125,22:55,201711032255,320,2017/11/03,2017/11/03,3151,0.3,150,140
广州,CAN,武汉,WUH,中国南方航空(集团)公司,CZ3348,新白云国际机场,天河机场,21:45,201712132145,23:15,201712132315,738,2017/12/13,2017/12/13,2012,0.3,270,262
广州,CAN,西安,SIA,中国南方航空(集团)公司,CZ3217,新白云国际机场,咸阳机场,8:00,201712030800,10:40,201712031040,757,2017/12/03,2017/12/03,3272,0.5,110,105
广州,CAN,西安,SIA,中国南方航空(集团)公司,CZ3203,新白云国际机场,咸阳机场,8:00,201712160800,10:25,201712161025,JET,2017/12/16,2017/12/16,2797,0.1,160,152
广州,CAN,西安,SIA,中国南方航空(集团)公司,CZ3219,新白云国际机场,咸阳机场,9:20,201711120920,12:00,201711121200,738,2017/11/12,2017/11/12,2742,0.2,240,232
广州,CAN,西安,SIA,中国南方航空(集团)公司,CZ3201,新白云国际机场,咸阳机场,16:50,201712011650,19:05,201712011905,JET,2017/12/01,2017/12/01,2441,0.05,190,187
广州,CAN,西安,SIA,中国南方航空(集团)公司,CZ3215,新白云国际机场,咸阳机场,20:05,201712012005,22:30,201712012230,319,2017/12/01,2017/12/01,2217,0.3,150,140
广州,CAN,西宁,XNN,中国南方航空(集团)公司,CZ3203,新白云国际机场,曹家堡机场,8:00,201711090800,12:35,201711091235,757,2017/11/09,2017/11/09,3773,0.3,210,204
广州,CAN,襄樊,XFN,中国南方航空(集团)公司,CZ3361,新白云国际机场,刘集机场,14:10,201712111410,16:10,201712111610,ERJ,2017/12/11,2017/12/11,3546,0.4,200,197
广州,CAN,徐州,XUZ,中国南方航空(集团)公司,CZ3635,新白云国际机场,观音机场,8:35,201711150835,12:10,201711151210,320,2017/11/15,2017/11/15,2935,0.2,250,244
广州,CAN,徐州,XUZ,中国南方航空(集团)公司,CZ3257,新白云国际机场,观音机场,8:35,201712170835,10:40,201712171040,320,2017/12/17,2017/12/17,2231,0.48,260,255
广州,CAN,烟台,YNT,中国国际航空公司,CA1176,新白云国际机场,莱山机场,12:15,201712111215,16:20,201712111620,733,2017/12/11,2017/12/11,3873,0.3,170,166
广州,CAN,延吉,YNJ,中国南方航空(集团)公司,CZ3605,新白云国际机场,朝阳川机场,9:35,201712300935,15:25,201712301525,320,2017/12/30,2017/12/30,2301,0.4,210,201
广州,CAN,盐城,YNZ,中国南方航空(集团)公司,CZ3267,新白云国际机场,盐城南洋机场,8:45,201712120845,10:55,201712121055,320,2017/12/12,2017/12/12,2963,0.3,150,142
广州,CAN,宜宾,YBP,中国国际航空公司,CA4358,新白云国际机场,莱坝机场,19:20,201712121920,21:05,201712122105,73G,2017/12/12,2017/12/12,1978,0.4,120,115
广州,CAN,宜昌,YIH,中国南方航空(集团)公司,CZ3311,新白云国际机场,三峡机场,18:55,201711131855,20:40,201711132040,ERJ,2017/11/13,2017/11/13,2901,0.2,150,142
广州,CAN,义乌,YIW,中国南方航空(集团)公司,CZ3727,新白云国际机场,义乌机场,9:30,201711010930,11:15,201711011115,733,2017/11/01,2017/11/01,3099,0.1,200,194
广州,CAN,义乌,YIW,中国南方航空(集团)公司,CZ3883,新白云国际机场,义乌机场,11:35,201711291135,13:20,201711291320,733,2017/11/29,2017/11/29,2176,0.4,160,150
广州,CAN,义乌,YIW,中国南方航空(集团)公司,CZ3309,新白云国际机场,义乌机场,16:25,201712081625,18:00,201712081800,733,2017/12/08,2017/12/08,2663,0.3,140,133
广州,CAN,义乌,YIW,中国南方航空(集团)公司,CZ3886,新白云国际机场,义乌机场,20:00,201712192000,21:50,201712192150,733,2017/12/19,2017/12/19,2875,0.1,140,135
广州,CAN,银川,INC,中国南方航空(集团)公司,CZ3217,新白云国际机场,河东机场,8:00,201712260800,12:30,201712261230,757,2017/12/26,2017/12/26,2511,0.3,110,106
广州,CAN,银川,INC,四川航空股份有限公司,3U8793,新白云国际机场,河东机场,10:35,201711041035,14:35,201711041435,319,2017/11/04,2017/11/04,2803,0.5,120,114
广州,CAN,永州,LLF,中国南方航空(集团)公司,CZ3373,新白云国际机场,永州机场,8:15,201712090815,11:00,201712091100,ERJ,2017/12/09,2017/12/09,3256,0,280,276
广州,CAN,湛江,ZHA,中国南方航空(集团)公司,CZ3323,新白云国际机场,湛江机场,9:45,201711210945,10:55,201711211055,73G,2017/11/21,2017/11/21,2453,0.4,250,240
广州,CAN,湛江,ZHA,中国南方航空(集团)公司,CZ6931,新白云国际机场,湛江机场,11:45,201710311145,12:45,201710311245,ERJ,2017/10/31,2017/10/31,3692,0.3,190,181
广州,CAN,湛江,ZHA,中国南方航空(集团)公司,CZ3327,新白云国际机场,湛江机场,14:05,201711261405,15:05,201711261505,320,2017/11/26,2017/11/26,3093,0.1,150,142
广州,CAN,湛江,ZHA,中国南方航空(集团)公司,CZ3325,新白云国际机场,湛江机场,17:45,201712161745,18:50,201712161850,73G,2017/12/16,2017/12/16,3091,0.1,200,193
广州,CAN,张家界,DYG,中国南方航空(集团)公司,CZ3381,新白云国际机场,张家界机场,20:05,201711132005,21:35,201711132135,319,2017/11/13,2017/11/13,1379,0.39,130,126
广州,CAN,长春,CGQ,中国南方航空(集团)公司,CZ3605,新白云国际机场,长春龙嘉国际机场,9:35,201711080935,13:40,201711081340,320,2017/11/08,2017/11/08,2676,0.12,280,271
广州,CAN,长春,CGQ,中国南方航空(集团)公司,CZ6342,新白云国际机场,长春龙嘉国际机场,14:50,201711181450,20:30,201711182030,321,2017/11/18,2017/11/18,1693,0.23,240,231
广州,CAN,长春,CGQ,中国南方航空(集团)公司,CZ634,新白云国际机场,长春龙嘉国际机场,19:35,201712111935,23:30,201712112330,319,2017/12/11,2017/12/11,3524,0.2,130,125
广州,CAN,长沙,CSX,中国南方航空(集团)公司,CZ3373,新白云国际机场,黄花机场,8:15,201711300815,9:35,201711300935,ERJ,2017/11/30,2017/11/30,2913,0.1,300,294
广州,CAN,长沙,CSX,中国南方航空(集团)公司,CZ3388,新白云国际机场,黄花机场,20:15,201711122015,21:25,201711122125,320,2017/11/12,2017/11/12,1838,0.2,200,197
广州,CAN,长沙,CSX,中国南方航空(集团)公司,CZ3380,新白云国际机场,黄花机场,16:15,201711131615,17:25,201711131725,320,2017/11/13,2017/11/13,2066,0.4,130,120
广州,CAN,长沙,CSX,中国南方航空(集团)公司,CZ3909,新白云国际机场,黄花机场,9:15,201711150915,10:20,201711151020,320,2017/11/15,2017/11/15,3662,0.3,270,264
广州,CAN,长沙,CSX,中国南方航空(集团)公司,CZ3981,新白云国际机场,黄花机场,19:15,201712111915,20:15,201712112015,ERJ,2017/12/11,2017/12/11,2986,0.5,230,223
广州,CAN,长沙,CSX,中国南方航空(集团)公司,CZ3165,新白云国际机场,黄花机场,15:15,201712271515,16:20,201712271620,319,2017/12/27,2017/12/27,1591,0.45,180,171
广州,CAN,长沙,CSX,中国南方航空(集团)公司,CZ3376,新白云国际机场,黄花机场,10:15,201712231015,11:25,201712231125,320,2017/12/23,2017/12/23,2069,0.22,300,291
广州,CAN,长沙,CSX,中国南方航空(集团)公司,CZ3972,新白云国际机场,黄花机场,14:15,201712051415,15:20,201712051520,JET,2017/12/05,2017/12/05,2561,0.3,210,205
广州,CAN,长治,CIH,中国南方航空(集团)公司,CZ3705,新白云国际机场,长治机场,12:50,201711041250,14:55,201711041455,320,2017/11/04,2017/11/04,1735,0.1,230,223
广州,CAN,郑州,CGO,中国南方航空(集团)公司,CZ3394,新白云国际机场,新郑机场,8:05,201711100805,10:00,201711101000,738,2017/11/10,2017/11/10,2137,0.4,150,140
广州,CAN,郑州,CGO,中国南方航空(集团)公司,CZ3157,新白云国际机场,新郑机场,10:55,201712261055,12:55,201712261255,733,2017/12/26,2017/12/26,3181,0.1,210,201
广州,CAN,郑州,CGO,中国南方航空(集团)公司,CZ362,新白云国际机场,新郑机场,12:50,201712121250,14:50,201712121450,738,2017/12/12,2017/12/12,2919,0.3,110,101
广州,CAN,郑州,CGO,中国南方航空(集团)公司,CZ3972,新白云国际机场,新郑机场,14:15,201711201415,17:20,201711201720,738,2017/11/20,2017/11/20,3802,0.1,160,152
广州,CAN,郑州,CGO,中国南方航空(集团)公司,CZ3396,新白云国际机场,新郑机场,16:20,201711281620,18:20,201711281820,738,2017/11/28,2017/11/28,3120,0.2,240,234
广州,CAN,郑州,CGO,中国南方航空(集团)公司,CZ3960,新白云国际机场,新郑机场,21:00,201712162100,23:10,201712162310,733,2017/12/16,2017/12/16,1957,0.1,280,272
广州,CAN,邯郸,HDG,中国南方航空(集团)公司,CZ3299,新白云国际机场,邯郸机场,11:50,201711051150,14:05,201711051405,319,2017/11/05,2017/11/05,3234,0.4,120,110
常德,CGD,北京,BJS,中国南方航空(集团)公司,CZ3187,桃花源机场,首都国际机场,18:45,201712161845,21:05,201712162105,320,2017/12/16,2017/12/16,1293,0.1,220,213
常德,CGD,广州,CAN,中国南方航空(集团)公司,CZ3230,桃花源机场,新白云国际机场,16:45,201711161645,18:15,201711161815,ERJ,2017/11/16,2017/11/16,3213,0,120,112
常德,CGD,深圳,SZX,中国南方航空(集团)公司,CZ2512,桃花源机场,宝安国际机场,18:00,201711161800,19:15,201711161915,320,2017/11/16,2017/11/16,3491,0.1,280,273
郑州,CGO,北海,BHY,中国南方航空(集团)公司,CZ3619,新郑机场,福城机场,14:05,201712171405,17:40,201712171740,733,2017/12/17,2017/12/17,1776,0.5,210,201
郑州,CGO,北京,BJS,中国国际航空公司,CA1498,新郑机场,首都国际机场,8:00,201712150800,9:10,201712150910,733,2017/12/15,2017/12/15,3506,0.4,170,167
郑州,CGO,北京,BJS,中国南方航空(集团)公司,CZ3115,新郑机场,首都国际机场,8:20,201712130820,9:25,201712130925,738,2017/12/13,2017/12/13,2695,0.4,170,164
郑州,CGO,北京,BJS,中国国际航空公司,CA1332,新郑机场,首都国际机场,9:55,201712090955,11:10,201712091110,738,2017/12/09,2017/12/09,1989,0.01,280,271
郑州,CGO,北京,BJS,中国南方航空(集团)公司,CZ3171,新郑机场,首都国际机场,12:50,201711301250,14:05,201711301405,738,2017/11/30,2017/11/30,2183,0.3,210,207
郑州,CGO,北京,BJS,中国国际航空公司,CA1326,新郑机场,首都国际机场,14:30,201711081430,15:45,201711081545,738,2017/11/08,2017/11/08,2925,0.2,280,273
郑州,CGO,北京,BJS,中国南方航空(集团)公司,CZ3177,新郑机场,首都国际机场,15:10,201711151510,16:20,201711151620,738,2017/11/15,2017/11/15,2301,0.4,180,171
郑州,CGO,北京,BJS,中国国际航空公司,CA1482,新郑机场,首都国际机场,17:00,201712131700,18:20,201712131820,738,2017/12/13,2017/12/13,2783,0.1,300,295
郑州,CGO,北京,BJS,中国南方航空(集团)公司,CZ3175,新郑机场,首都国际机场,19:40,201712071940,20:45,201712072045,733,2017/12/07,2017/12/07,1266,0.5,290,287
郑州,CGO,北京,BJS,中国南方航空(集团)公司,CZ3173,新郑机场,首都国际机场,20:40,201710312040,22:00,201710312200,733,2017/10/31,2017/10/31,2555,0.1,210,201
郑州,CGO,北京,BJS,中国南方航空(集团)公司,CZ3179,新郑机场,首都国际机场,21:50,201711122150,23:05,201711122305,738,2017/11/12,2017/11/12,3113,0.3,240,233
郑州,CGO,成都,CTU,中国南方航空(集团)公司,CZ3473,新郑机场,双流国际机场,8:00,201712110800,9:55,201712110955,738,2017/12/11,2017/12/11,2593,0.2,250,243
郑州,CGO,成都,CTU,中国国际航空公司,CA4272,新郑机场,双流国际机场,10:25,201711291025,12:20,201711291220,733,2017/11/29,2017/11/29,2352,0.08,190,183
郑州,CGO,成都,CTU,中国国际航空公司,CA4322,新郑机场,双流国际机场,16:50,201711251650,18:40,201711251840,733,2017/11/25,2017/11/25,1936,0.3,120,117
郑州,CGO,成都,CTU,中国南方航空(集团)公司,CZ3471,新郑机场,双流国际机场,19:10,201712051910,21:05,201712052105,738,2017/12/05,2017/12/05,3582,0.2,100,92
郑州,CGO,成都,CTU,四川航空股份有限公司,3U8858,新郑机场,双流国际机场,21:50,201711222150,23:45,201711222345,319,2017/11/22,2017/11/22,3024,0.29,200,190
郑州,CGO,重庆,CKG,中国南方航空(集团)公司,CZ3475,新郑机场,江北国际机场,8:05,201711170805,9:35,201711170935,733,2017/11/17,2017/11/17,2970,0.2,110,107
郑州,CGO,重庆,CKG,四川航空股份有限公司,3U8776,新郑机场,江北国际机场,10:35,201711221035,12:05,201711221205,319,2017/11/22,2017/11/22,3422,0.36,250,241
郑州,CGO,重庆,CKG,中国南方航空(集团)公司,CZ3479,新郑机场,江北国际机场,15:40,201711061540,17:15,201711061715,738,2017/11/06,2017/11/06,1781,0.5,140,133
郑州,CGO,重庆,CKG,四川航空股份有限公司,3U8880,新郑机场,江北国际机场,16:20,201712301620,18:00,201712301800,ERJ,2017/12/30,2017/12/30,2876,0.3,220,215
郑州,CGO,重庆,CKG,四川航空股份有限公司,3U8876,新郑机场,江北国际机场,17:50,201711251750,19:20,201711251920,ERJ,2017/11/25,2017/11/25,3042,0.1,200,192
郑州,CGO,大连,DLC,中国南方航空(集团)公司,CZ3943,新郑机场,周水子机场,10:35,201711111035,12:10,201711111210,320,2017/11/11,2017/11/11,2592,0.2,120,112
郑州,CGO,大连,DLC,中国南方航空(集团)公司,CZ6428,新郑机场,周水子机场,18:20,201712211820,20:00,201712212000,321,2017/12/21,2017/12/21,3082,0.4,220,216
郑州,CGO,鄂尔多斯,DSN,中国南方航空(集团)公司,CZ3592,新郑机场,鄂尔多斯机场,13:40,201711061340,14:50,201711061450,738,2017/11/06,2017/11/06,3385,0.4,140,137
郑州,CGO,福州,FOC,中国南方航空(集团)公司,CZ3825,新郑机场,长乐机场,8:10,201711250810,11:15,201711251115,733,2017/11/25,2017/11/25,2746,0,250,247
郑州,CGO,福州,FOC,中国南方航空(集团)公司,CZ6985,新郑机场,长乐机场,13:30,201711081330,15:20,201711081520,JET,2017/11/08,2017/11/08,2927,0.34,230,221
郑州,CGO,广州,CAN,中国南方航空(集团)公司,CZ3391,新郑机场,新白云国际机场,8:00,201712070800,11:00,201712071100,733,2017/12/07,2017/12/07,2137,0.22,170,166
郑州,CGO,广州,CAN,中国南方航空(集团)公司,CZ3971,新郑机场,新白云国际机场,10:50,201711131050,13:05,201711131305,738,2017/11/13,2017/11/13,2613,0.19,150,145
郑州,CGO,广州,CAN,中国南方航空(集团)公司,CZ3395,新郑机场,新白云国际机场,13:20,201711221320,15:35,201711221535,738,2017/11/22,2017/11/22,1926,0.4,290,283
郑州,CGO,广州,CAN,中国南方航空(集团)公司,CZ361,新郑机场,新白云国际机场,16:30,201712281630,18:40,201712281840,738,2017/12/28,2017/12/28,1339,0.3,260,257
郑州,CGO,广州,CAN,中国南方航空(集团)公司,CZ3158,新郑机场,新白云国际机场,18:10,201712301810,20:10,201712302010,733,2017/12/30,2017/12/30,2698,0.3,230,226
郑州,CGO,广州,CAN,中国南方航空(集团)公司,CZ3959,新郑机场,新白云国际机场,20:55,201711052055,23:05,201711052305,738,2017/11/05,2017/11/05,2179,0.4,200,196
郑州,CGO,贵阳,KWE,中国南方航空(集团)公司,CZ3475,新郑机场,龙洞堡机场,8:05,201712200805,11:25,201712201125,733,2017/12/20,2017/12/20,1951,0,290,287
郑州,CGO,桂林,KWL,中国国际航空公司,CA4751,新郑机场,两江国际机场,10:05,201712181005,12:00,201712181200,CR7,2017/12/18,2017/12/18,2943,0.1,230,226
郑州,CGO,桂林,KWL,中国南方航空(集团)公司,CZ6399,新郑机场,两江国际机场,18:00,201711011800,19:50,201711011950,733,2017/11/01,2017/11/01,1750,0.1,280,270
郑州,CGO,哈尔滨,HRB,中国南方航空(集团)公司,CZ6335,新郑机场,太平机场,11:20,201712011120,13:35,201712011335,733,2017/12/01,2017/12/01,2034,0.4,100,96
郑州,CGO,哈尔滨,HRB,中国南方航空(集团)公司,CZ6359,新郑机场,太平机场,13:40,201711141340,16:00,201711141600,733,2017/11/14,2017/11/14,2972,0.4,170,166
郑州,CGO,海口,HAK,东星航空有限公司,8C8253,新郑机场,美兰机场,10:30,201712221030,13:20,201712221320,320,2017/12/22,2017/12/22,2213,0.1,230,220
郑州,CGO,海口,HAK,中国南方航空(集团)公司,CZ6355,新郑机场,美兰机场,12:50,201711261250,15:20,201711261520,733,2017/11/26,2017/11/26,1829,0.1,290,286
郑州,CGO,海口,HAK,东星航空有限公司,8C8205,新郑机场,美兰机场,12:50,201712021250,16:20,201712021620,320,2017/12/02,2017/12/02,1721,0.4,210,207
郑州,CGO,海口,HAK,东星航空有限公司,8C8209,新郑机场,美兰机场,15:40,201712191540,19:35,201712191935,320,2017/12/19,2017/12/19,2413,0.2,170,167
郑州,CGO,杭州,HGH,中国南方航空(集团)公司,CZ3843,新郑机场,萧山国际机场,8:05,201711080805,9:20,201711080920,738,2017/11/08,2017/11/08,2383,0.35,180,174
郑州,CGO,杭州,HGH,中国南方航空(集团)公司,CZ3839,新郑机场,萧山国际机场,15:30,201712131530,16:45,201712131645,733,2017/12/13,2017/12/13,2379,0.2,300,297
郑州,CGO,杭州,HGH,中国南方航空(集团)公司,CZ3745,新郑机场,萧山国际机场,18:20,201711291820,19:30,201711291930,738,2017/11/29,2017/11/29,1609,0.1,140,132
郑州,CGO,呼和浩特,HET,中国国际航空公司,CA4953,新郑机场,白塔机场,9:40,201712220940,10:50,201712221050,CR2,2017/12/22,2017/12/22,2119,0.2,100,91
郑州,CGO,呼和浩特,HET,四川航空股份有限公司,3U8875,新郑机场,白塔机场,14:00,201711021400,15:10,201711021510,ERJ,2017/11/02,2017/11/02,3304,0.4,130,125
郑州,CGO,呼和浩特,HET,中国南方航空(集团)公司,CZ3028,新郑机场,白塔机场,18:00,201711221800,19:00,201711221900,738,2017/11/22,2017/11/22,2425,0.3,100,96
郑州,CGO,济南,TNA,中国国际航空公司,CA4954,新郑机场,遥墙机场,14:10,201711251410,15:05,201711251505,CR2,2017/11/25,2017/11/25,2010,0.5,260,252
郑州,CGO,济南,TNA,中国国际航空公司,CA4966,新郑机场,遥墙机场,14:10,201711231410,15:00,201711231500,CR2,2017/11/23,2017/11/23,3132,0,160,156
郑州,CGO,昆明,KMG,中国南方航空(集团)公司,CZ3491,新郑机场,巫家坝国际机场,8:25,201711220825,10:55,201711221055,733,2017/11/22,2017/11/22,1395,0.4,220,210
郑州,CGO,昆明,KMG,中国南方航空(集团)公司,CZ6427,新郑机场,巫家坝国际机场,12:15,201712061215,14:40,201712061440,321,2017/12/06,2017/12/06,2982,0.47,190,180
